,node1,node2
1080,CBLN2,NRXN3
1081,CRH,BDNF
1082,CRH,CALB1
1083,CRH,CARTPT
1084,CRH,CCK
1085,CRH,CHGA
1086,CRH,CHGB
1087,CRH,CIRBP
1088,CRH,EGR1
1089,CRH,TLR2
1090,CRH,NMU
1091,CRH,SSTR1
1092,CRH,PTH2R
1093,CRH,HTR2C
1094,CRH,STAR
1095,CRH,PXDNL
1096,CRH,TLR4
1097,CRH,TAC3
1098,CRH,EGR4
1099,CRH,INSL3
1100,CRH,GAD2
1101,CRH,IGF1
1102,CRH,GABRG2
1103,CRH,HTR2A
1104,CRH,VIPR1
1105,CRH,GAD1
1106,CRH,TAC1
1107,CRH,PNOC
1108,CRH,SST
1109,CRH,VIP
1110,CRH,NPY
1111,SST,APLNR
1112,SST,ARX
1113,SST,BDNF
1114,SST,C3
1115,SST,C5AR1
1116,SST,CALB1
1117,SST,CARTPT
1118,SST,CBLN4
1119,SST,CCK
1120,SST,CHGA
1121,SST,CHGB
1122,SST,CHRM1
1123,SST,CXCR4
1124,SST,DLX2
1125,SST,DLX5
1126,SST,ENO2
1127,SST,FGF14
1128,SST,GABBR2
1129,SST,GABRG2
1130,SST,GAD1
1131,SST,GAD2
1132,SST,GAP43
1133,SST,GFAP
1134,SST,GPR22
1135,SST,HTR5A
1136,SST,IGF1
1137,SST,INSM1
1138,SST,LPAR1
1139,SST,MCHR1
1140,SST,MCHR2
1141,SST,NEUROD1
1142,SST,NKX6-2
1143,SST,NMU
1144,SST,NPY
1145,SST,PCSK1
1146,SST,PCSK2
1147,SST,PNOC
1148,SST,PPBP
1149,SST,PXDNL
1150,SST,RET
1151,SST,SCG2
1152,SST,SFRP1
1153,SST,SYP
1154,SST,SSTR1
1155,SST,VIPR1
1156,SST,SYN2
1157,SST,SYN1
1158,SST,TAC3
1159,SST,VIP
1160,SST,TAC1
1161,CARTPT,BDNF
1162,CARTPT,CALB1
1163,CARTPT,CBLN4
1164,CARTPT,TAC3
1165,CARTPT,GAD2
1166,CARTPT,SCG2
1167,CARTPT,GAD1
1168,CARTPT,CHGB
1169,CARTPT,VIP
1170,CARTPT,TAC1
1171,CARTPT,PCSK1
1172,CARTPT,CCK
1173,CARTPT,NPY
1174,SCG2,CHGA
1175,SCG2,CHGB
1176,SCG2,HTR2C
1177,SCG2,MAGEL2
1178,SCG2,NMU
1179,SCG2,NPFF
1180,SCG2,NPY
1181,SCG2,PCSK1
1182,SCG2,PCSK2
1183,SCG2,RAB3A
1184,SCG2,SCG3
1185,SCG2,SYT4
1186,SCG2,SYP
1187,SCG2,SCG5
1188,SCG2,VIP
1189,SCG2,TAC3
1190,SCG2,TAC1
1191,TAC1,ADRA1D
1192,TAC1,ATP1A3
1193,TAC1,BDNF
1194,TAC1,C3
1195,TAC1,CALB1
1196,TAC1,CCK
1197,TAC1,CCL2
1198,TAC1,CHGA
1199,TAC1,CHGB
1200,TAC1,CHRM3
1201,TAC1,ENO2
1202,TAC1,GABRB2
1203,TAC1,GAD1
1204,TAC1,GAD2
1205,TAC1,GAP43
1206,TAC1,GFAP
1207,TAC1,HTR2A
1208,TAC1,HTR2C
1209,TAC1,IGF1
1210,TAC1,IL1RL1
1211,TAC1,LPAR1
1212,TAC1,NECAB2
1213,TAC1,NEFM
1214,TAC1,NMU
1215,TAC1,NPFF
1216,TAC1,NPY
1217,TAC1,PCDH8
1218,TAC1,PNOC
1219,TAC1,PXDNL
1220,TAC1,SNCA
1221,TAC1,SYP
1222,TAC1,SYT4
1223,TAC1,UCHL1
1224,TAC1,VIPR1
1225,TAC1,TLR4
1226,TAC1,UNC80
1227,TAC1,VIP
1228,TAC1,TAC3
1229,VIPR1,NPY
1230,VIPR1,VIP
1231,VIP,BDNF
1232,VIP,CALB1
1233,VIP,CCK
1234,VIP,CHGA
1235,VIP,CHGB
1236,VIP,ENO2
1237,VIP,GAD1
1238,VIP,GAD2
1239,VIP,INSL3
1240,VIP,NMU
1241,VIP,NPY
1242,VIP,PROK2
1243,VIP,PXDNL
1244,VIP,SYP
1245,VIP,TAC3
1246,VIP,UCHL1
1247,ATP1B1,ATP1A3
1248,ATP1B1,FXYD7
1249,ATP1B1,SV2B
1250,INSL3,CHAF1B
1251,INSL3,CYP17A1
1252,INSL3,DHRS11
1253,INSL3,IGF1
1254,INSL3,STAR
1255,INSL3,RXFP4
1256,INSL3,TLR4
1257,GAP43,ATOH7
1258,GAP43,BASP1
1259,GAP43,BDNF
1260,GAP43,CALB1
1261,GAP43,ELAVL2
1262,GAP43,ELAVL4
1263,GAP43,ENO2
1264,GAP43,GABRB2
1265,GAP43,GAD1
1266,GAP43,GAD2
1267,GAP43,NEFM
1268,GAP43,RAB3A
1269,GAP43,STX1A
1270,GAP43,GFAP
1271,GAP43,SYT4
1272,GAP43,SYP
1273,GAP43,THY1
1274,GAP43,NRGN
1275,GAP43,UCHL1
1276,GAP43,NEUROD1
1277,GAP43,SYN1
1278,GAP43,NEUROD6
1279,GAP43,HCLS1
1280,GAP43,TUBB3
1281,GAP43,SULT4A1
1282,GAP43,LINGO1
1283,GAP43,PXDNL
1284,GAP43,MAP2
1285,GAP43,IGF1
1286,GAP43,STMN1
1287,GAP43,SNCA
1288,GAP43,NPY
1289,GAP43,STMN2
1290,GAP43,SYN2
1291,CCK,BDNF
1292,CCK,CA10
1293,CCK,CALB1
1294,CCK,HMOX1
1295,CCK,CHGA
1296,CCK,CCL2
1297,CCK,GFAP
1298,CCK,CCNB1
1299,CCK,SYP
1300,CCK,NMU
1301,CCK,NPFF
1302,CCK,THY1
1303,CCK,HTR5A
1304,CCK,PROK2
1305,CCK,SYN1
1306,CCK,MAP1A
1307,CCK,PNOC
1308,CCK,CHRM1
1309,CCK,PCSK1
1310,CCK,CD86
1311,CCK,NLRP3
1312,CCK,PXDNL
1313,CCK,GAD1
1314,CCK,TLR4
1315,CCK,GAD2
1316,CCK,IGF1
1317,CCK,SPP1
1318,CCK,CXCR4
1319,CCK,SYNPR
1320,CCK,TAC3
1321,CCK,NPY
1322,NPY,APLNR
1323,NPY,BDNF
1324,NPY,C3
1325,NPY,C5AR1
1326,NPY,CALB1
1327,NPY,CCR5
1328,NPY,CHGA
1329,NPY,CHGB
1330,NPY,CHRM1
1331,NPY,CXCR4
1332,NPY,ENO2
1333,NPY,GABBR2
1334,NPY,GAD1
1335,NPY,GAD2
1336,NPY,GFAP
1337,NPY,HTR2A
1338,NPY,HTR2C
1339,NPY,IGF1
1340,NPY,IGLL5
1341,NPY,LPAR1
1342,NPY,MCHR1
1343,NPY,MCHR2
1344,NPY,NMU
1345,NPY,NPFF
1346,NPY,SCG3
1347,NPY,PCSK2
1348,NPY,SYP
1349,NPY,SSTR1
1350,NPY,QDPR
1351,NPY,UCHL1
1352,NPY,SYN1
1353,NPY,PNOC
1354,NPY,PCSK1
1355,NPY,SOCS3
1356,NPY,PXDNL
1357,NPY,SYN2
1358,NPY,TAC3
1359,BDNF,ANGPT1
1360,BDNF,ANGPT2
1361,BDNF,HMOX1
1362,BDNF,CCL2
1363,BDNF,EFNB3
1364,BDNF,DLX2
1365,BDNF,GDA
1366,BDNF,EGR1
1367,BDNF,FLT3
1368,BDNF,EGR2
1369,BDNF,FOSB
1370,BDNF,CD68
1371,BDNF,GFAP
1372,BDNF,GABBR2
1373,BDNF,TLR2
1374,BDNF,SYP
1375,BDNF,GABRA4
1376,BDNF,CALB1
1377,BDNF,NPTX2
1378,BDNF,DOCK3
1379,BDNF,HTR2C
1380,BDNF,FLT1
1381,BDNF,THY1
1382,BDNF,UCHL1
1383,BDNF,NEUROD1
1384,BDNF,SYN1
1385,BDNF,PF4
1386,BDNF,NEUROD6
1387,BDNF,PNOC
1388,BDNF,PCSK1
1389,BDNF,MET
1390,BDNF,TUBB3
1391,BDNF,LINGO1
1392,BDNF,RET
1393,BDNF,PXDNL
1394,BDNF,GRM7
1395,BDNF,GAD1
1396,BDNF,MAP2
1397,BDNF,TGFB2
1398,BDNF,TLR4
1399,BDNF,GAD2
1400,BDNF,FGF9
1401,BDNF,IGF1
1402,BDNF,CXCR4
1403,BDNF,FGF13
1404,BDNF,STMN2
1405,BDNF,SYNPR
1406,BDNF,NRXN3
1407,BDNF,ENO2
1408,BDNF,SYN2
1409,BDNF,CDNF
1410,BDNF,SNCA
1411,BDNF,CDK5
1412,BDNF,HTR2A
1413,NELL2,CALB1
1414,NELL2,NRIP3
1415,NELL2,ROBO2
1416,ADRA1B,HTR3B
1417,ADRA1B,CXCR4
1418,ADRA1B,ADRA1D
1419,HTR3B,CACNG3
1420,HTR3B,GABRG2
1421,HTR3B,HTR2A
1422,HTR3B,HTR2C
1423,HTR3B,OLFM3
1424,HTR3B,VWC2
1425,HTR3B,HTR5A
1426,CXCR4,ADRA1D
1427,CXCR4,ANGPT1
1428,CXCR4,ANGPT2
1429,CXCR4,BST2
1430,CXCR4,CCL2
1431,CXCR4,CCR1
1432,CXCR4,CCR5
1433,CXCR4,CD163
1434,CXCR4,CD68
1435,CXCR4,CD86
1436,CXCR4,FLT3
1437,CXCR4,SRGN
1438,CXCR4,S1PR4
1439,CXCR4,GFAP
1440,CXCR4,LYVE1
1441,CXCR4,TLR2
1442,CXCR4,FCGR2A
1443,CXCR4,FLT1
1444,CXCR4,THY1
1445,CXCR4,LY96
1446,CXCR4,PROK2
1447,CXCR4,PPBP
1448,CXCR4,PF4
1449,CXCR4,MET
1450,CXCR4,HCLS1
1451,CXCR4,IL3RA
1452,CXCR4,SOCS3
1453,CXCR4,SIGLEC1
1454,CXCR4,GATA2
1455,CXCR4,RET
1456,CXCR4,PXDNL
1457,CXCR4,ITGAL
1458,CXCR4,TGFB2
1459,CXCR4,RGS1
1460,CXCR4,S100A4
1461,CXCR4,TLR4
1462,CXCR4,LPAR1
1463,CXCR4,FGF9
1464,CXCR4,IGF1
1465,CXCR4,SPP1
1466,CXCR4,ITGB2
1467,CXCR4,TNFAIP3
1468,CXCR4,FGF13
1469,ADRA1D,LILRB1
1470,ADRA1D,HCLS1
1471,ADRA1D,HTR2A
1472,LILRB1,CCR1
1473,LILRB1,CCR5
1474,LILRB1,CD163
1475,LILRB1,CD86
1476,LILRB1,EBI3
1477,LILRB1,ERAP2
1478,LILRB1,IGLL5
1479,LILRB1,LAIR1
1480,LILRB1,LILRB3
1481,LILRB1,TLR2
1482,LILRB1,RNASE2
1483,HCLS1,ALOX5AP
1484,HCLS1,AMPH
1485,HCLS1,ANLN
1486,HCLS1,C1QA
1487,HCLS1,CABP1
1488,HCLS1,EVI2B
1489,HCLS1,SRGN
1490,HCLS1,SAMSN1
1491,HCLS1,MET
1492,HCLS1,TRIP10
1493,HCLS1,PXDNL
1494,HCLS1,ITGAL
1495,HCLS1,INPP5D
1496,HCLS1,MYO1F
1497,HCLS1,SNCA
1498,HCLS1,VSIG4
1499,HCLS1,RASAL3
1500,HCLS1,WASF1
1501,HCLS1,ITGB2
1502,HTR2A,CHRM1
1503,HTR2A,CHRNB2
1504,HTR2A,GABRA4
1505,HTR2A,GABRB2
1506,HTR2A,GABRG2
1507,HTR2A,GAD1
1508,HTR2A,GRM7
1509,HTR2A,LNX1
1510,HTR2A,HTR2C
1511,HTR2A,HTR5A
1512,HTR2A,SYN2
1513,AEBP1,LRRTM4
1514,LRRTM4,CDH8
1515,LRRTM4,HS6ST2
1516,LRRTM4,LRRTM1
1517,LRRTM4,NRXN3
1518,CACNG3,HTR5A
1519,CACNG3,GABRD
1520,CACNG3,GABRG2
1521,CACNG3,OLFM3
1522,CACNG3,VWC2
1523,CABP1,VSNL1
1524,MAP2,CALB1
1525,MAP2,CDK5
1526,MAP2,ENO2
1527,MAP2,GAD1
1528,MAP2,GAD2
1529,MAP2,GFAP
1530,MAP2,GPM6A
1531,MAP2,IGLL5
1532,MAP2,INA
1533,MAP2,KIAA0513
1534,MAP2,MAP1A
1535,MAP2,NEFM
1536,MAP2,SYP
1537,MAP2,TRIM36
1538,MAP2,THY1
1539,MAP2,UCHL1
1540,MAP2,NEUROD1
1541,MAP2,SYN1
1542,MAP2,TUBB3
1543,MAP2,PXDNL
1544,MAP2,MYT1L
1545,MAP2,SERPINA3
1546,MAP2,SNCA
1547,MAP2,SYN2
1548,WASF1,CDK5
1549,WASF1,DOCK3
1550,WASF1,PFN2
1551,WASF1,SRGAP3
1552,WASF1,TRIP10
1553,ROBO2,CNTNAP2
1554,ROBO2,EFNB3
1555,ROBO2,EPHA5
1556,ROBO2,PAK3
1557,ROBO2,PAK6
1558,ROBO2,SRGAP3
1559,HMOX1,CCL2
1560,HMOX1,CD163
1561,HMOX1,CD68
1562,HMOX1,CP
1563,HMOX1,EGR1
1564,HMOX1,GFAP
1565,HMOX1,SPP1
1566,HMOX1,MAFF
1567,HMOX1,HSPB3
1568,HMOX1,IGF1
1569,HMOX1,SNCA
1570,HMOX1,TLR2
1571,HMOX1,HSPA1B
1572,HMOX1,HSPB1
1573,HMOX1,PAPOLA
1574,HMOX1,NFE2
1575,HMOX1,PXDNL
1576,HMOX1,NOS2
1577,HMOX1,TLR4
1578,HMOX1,STX1A
1579,HMOX1,NLRP3
1580,CHGA,GFAP
1581,CHGA,TAC3
1582,CHGA,NPTXR
1583,CHGA,PXDNL
1584,CHGA,RET
1585,CHGA,GAD2
1586,CHGA,UCHL1
1587,CHGA,SYT4
1588,CHGA,PCSK2
1589,CHGA,SSTR1
1590,CHGA,PCSK1
1591,CHGA,NKX6-2
1592,CHGA,KRT5
1593,CHGA,NEUROD1
1594,CHGA,INSM1
1595,CHGA,OLFM4
1596,CHGA,SCG5
1597,CHGA,SYP
1598,CHGA,ENO2
1599,CHGA,SCG3
1600,CHGA,CHGB
1601,EEF1A2,SYN1
1602,EEF1A2,PXDNL
1603,EEF1A2,RPS4Y2
1604,EEF1A2,RPS4Y1
1605,EEF1A2,SIGLEC14
1606,EEF1A2,ENO2
1607,CCL2,ANGPT1
1608,CCL2,ANGPT2
1609,CCL2,ANGPTL4
1610,CCL2,BIRC3
1611,CCL2,C1QA
1612,CCL2,C3
1613,CCL2,C4A
1614,CCL2,C5AR1
1615,CCL2,MS4A4A
1616,CCL2,CD200
1617,CCL2,INPP5D
1618,CCL2,S100A9
1619,CCL2,CP
1620,CCL2,LTF
1621,CCL2,IL1RL1
1622,CCL2,S100A12
1623,CCL2,CFD
1624,CCL2,CISH
1625,CCL2,GDF15
1626,CCL2,EFNA1
1627,CCL2,S100A4
1628,CCL2,EGR1
1629,CCL2,TNFRSF12A
1630,CCL2,KRT5
1631,CCL2,HPRT1
1632,CCL2,LY96
1633,CCL2,SIGLEC1
1634,CCL2,TNFAIP3
1635,CCL2,FGF13
1636,CCL2,GFAP
1637,CCL2,FGF9
1638,CCL2,CHI3L1
1639,CCL2,FPR1
1640,CCL2,IRF7
1641,CCL2,EGR2
1642,CCL2,RBP4
1643,CCL2,IGLL5
1644,CCL2,NOS2
1645,CCL2,PXDNL
1646,CCL2,PPBP
1647,CCL2,ITGAL
1648,CCL2,NLRP3
1649,CCL2,IL4R
1650,CCL2,FCGR2A
1651,CCL2,THY1
1652,CCL2,TGFB2
1653,CCL2,SPP1
1654,CCL2,CD86
1655,CCL2,SOCS3
1656,CCL2,IGF1
1657,CCL2,CD163
1658,CCL2,ITGB2
1659,CCL2,TLR2
1660,CCL2,FLT1
1661,CCL2,CD68
1662,CCL2,TLR4
1663,CCL2,PF4
1664,CCL2,CCR5
1665,CCL2,CCR1
1666,LTF,AZGP1
1667,LTF,BTN3A1
1668,LTF,C3
1669,LTF,CCR5
1670,LTF,CHI3L1
1671,LTF,CP
1672,LTF,CPB1
1673,LTF,FPR1
1674,LTF,IGF1
1675,LTF,ITGB2
1676,LTF,OLFM4
1677,LTF,ODAM
1678,LTF,RNASE2
1679,LTF,SERPINA3
1680,LTF,SRGN
1681,LTF,PXDNL
1682,LTF,TGFB2
1683,LTF,SFTPD
1684,LTF,RNASE3
1685,LTF,SNCA
1686,LTF,S100A12
1687,LTF,S100A9
1688,LTF,TLR2
1689,LTF,S100A8
1690,LTF,TGFBI
1691,LTF,SPP1
1692,LTF,TLR4
1693,LTF,PIGR
1694,EGR1,CALB1
1695,EGR1,CCR5
1696,EGR1,CDK5
1697,EGR1,CIRBP
1698,EGR1,DLX2
1699,EGR1,DUSP2
1700,EGR1,FGF13
1701,EGR1,PLK2
1702,EGR1,TNFAIP3
1703,EGR1,HSPA1A
1704,EGR1,MAFF
1705,EGR1,HSPA1B
1706,EGR1,TLR4
1707,EGR1,SLC16A6
1708,EGR1,IGF1
1709,EGR1,PXDNL
1710,EGR1,SOCS3
1711,EGR1,GATA2
1712,EGR1,GDF15
1713,EGR1,MET
1714,EGR1,IRF7
1715,EGR1,GFAP
1716,EGR1,TGFB2
1717,EGR1,EGR4
1718,EGR1,ZFP36
1719,EGR1,FOSL2
1720,EGR1,EGR2
1721,EGR1,FOSB
1722,C3,APLNR
1723,C3,C1QA
1724,C3,C1QB
1725,C3,C1QC
1726,C3,SPP1
1727,C3,CD68
1728,C3,RET
1729,C3,RBP4
1730,C3,PXDNL
1731,C3,FCGR2A
1732,C3,ENO2
1733,C3,SERPINF1
1734,C3,TYRP1
1735,C3,PNOC
1736,C3,MCHR2
1737,C3,SSTR1
1738,C3,NMU
1739,C3,TLR4
1740,C3,MCHR1
1741,C3,TLR2
1742,C3,CD86
1743,C3,ITGAL
1744,C3,SERPINA3
1745,C3,PIGR
1746,C3,CP
1747,C3,MYBPH
1748,C3,C5AR1
1749,C3,ITGB2
1750,C3,C4A
1751,C3,C4B
1752,C3,CFD
1753,C3,VSIG4
1754,HSPB1,BAG3
1755,HSPB1,BIRC3
1756,HSPB1,GDF15
1757,HSPB1,GFAP
1758,HSPB1,HSPA1A
1759,HSPB1,HSPA1B
1760,HSPB1,NEFM
1761,HSPB1,SFN
1762,HSPB1,TLR4
1763,HSPB1,STMN1
1764,HSPB1,PXDNL
1765,HSPB1,SERPINH1
1766,HSPB1,SNCA
1767,CD68,C1QA
1768,CD68,C1QB
1769,CD68,C1QC
1770,CD68,C5AR1
1771,CD68,CCR1
1772,CD68,CCR5
1773,CD68,CD163
1774,CD68,CD200
1775,CD68,SRGN
1776,CD68,LY96
1777,CD68,SNCA
1778,CD68,IL4R
1779,CD68,SOCS3
1780,CD68,KRT5
1781,CD68,ITGAL
1782,CD68,SERPINA3
1783,CD68,IGF1
1784,CD68,UCHL1
1785,CD68,STAB1
1786,CD68,IFI30
1787,CD68,NLRP3
1788,CD68,MS4A4A
1789,CD68,VSIG4
1790,CD68,SPP1
1791,CD68,NOS2
1792,CD68,SYP
1793,CD68,ENO2
1794,CD68,IL3RA
1795,CD68,FCGR2A
1796,CD68,S100A9
1797,CD68,TLR2
1798,CD68,S100A4
1799,CD68,ITGB2
1800,CD68,LYVE1
1801,CD68,THY1
1802,CD68,TLR4
1803,CD68,CD86
1804,CD68,PXDNL
1805,CD68,SIGLEC1
1806,CD68,GFAP
1807,KRT5,ENO2
1808,KRT5,FAT2
1809,KRT5,FOXJ1
1810,KRT5,KRT79
1811,KRT5,PXDNL
1812,KRT5,SFN
1813,KRT5,SCGB3A2
1814,KRT5,SYP
1815,KRT5,LOR
1816,GDF15,CHI3L1
1817,GDF15,EMP1
1818,GDF15,IGF1
1819,GDF15,TNFRSF12A
1820,GDF15,MIA
1821,GDF15,SPP1
1822,GDF15,RET
1823,GFAP,BCAS1
1824,GFAP,C1QA
1825,GFAP,CALB1
1826,GFAP,CD163
1827,GFAP,CD86
1828,GFAP,CDK5
1829,GFAP,CHI3L1
1830,GFAP,CLIC1
1831,GFAP,CPLX1
1832,GFAP,CPNE4
1833,GFAP,DLX2
1834,GFAP,ELAVL4
1835,GFAP,ENO2
1836,GFAP,FGF13
1837,GFAP,FGF9
1838,GFAP,FXYD7
1839,GFAP,GABRG2
1840,GFAP,GAD1
1841,GFAP,GAD2
1842,GFAP,NEFM
1843,GFAP,TLR2
1844,GFAP,HPRT1
1845,GFAP,NKX6-2
1846,GFAP,NLRP3
1847,GFAP,LINGO1
1848,GFAP,PCSK1
1849,GFAP,NEUROD6
1850,GFAP,STMN1
1851,GFAP,SYNPR
1852,GFAP,GJB6
1853,GFAP,HES5
1854,GFAP,UCHL1
1855,GFAP,IGF1
1856,GFAP,THY1
1857,GFAP,HSPB3
1858,GFAP,TLR4
1859,GFAP,STMN2
1860,GFAP,SYN2
1861,GFAP,SNCA
1862,GFAP,NEUROD1
1863,GFAP,TUBB3
1864,GFAP,SYN1
1865,GFAP,INA
1866,GFAP,PXDNL
1867,GFAP,SYP
1868,SERPINF1,ANGPT2
1869,SERPINF1,ANGPTL4
1870,SERPINF1,C4A
1871,SERPINF1,IGF1
1872,SERPINF1,MBTPS2
1873,SERPINF1,PF4
1874,SERPINF1,SERPINA3
1875,SERPINF1,TGFBI
1876,CHI3L1,CD163
1877,CHI3L1,SFTPD
1878,CHI3L1,S100A12
1879,CHI3L1,GABRB2
1880,CHI3L1,PIGR
1881,CHI3L1,VSNL1
1882,CHI3L1,NRGN
1883,CHI3L1,SPP1
1884,LYVE1,ANGPT1
1885,LYVE1,ANGPT2
1886,LYVE1,C1QA
1887,LYVE1,C1QB
1888,LYVE1,C1QC
1889,LYVE1,CD163
1890,LYVE1,CD86
1891,LYVE1,EPHB4
1892,LYVE1,FLT1
1893,LYVE1,IGF1
1894,LYVE1,LILRB5
1895,LYVE1,PXDNL
1896,LYVE1,STAB1
1897,LYVE1,TLR4
1898,LYVE1,VSIG4
1899,LYVE1,SIGLEC1
1900,LYVE1,SPP1
1901,CCNB1,ANLN
1902,CCNB1,BCL6B
1903,CCNB1,BIRC3
1904,CCNB1,ORC6
1905,CCNB1,MET
1906,CCNB1,RMI2
1907,CCNB1,UBE2N
1908,CCNB1,DYNC1I1
1909,CCNB1,LPIN3
1910,CCNB1,MOAP1
1911,CCNB1,PMAIP1
1912,CCNB1,RCC1
1913,CCNB1,STMN1
1914,CCNB1,PXDNL
1915,CCNB1,PLK2
1916,CCNB1,ZWILCH
1917,CCNB1,UBE2T
1918,CCNB1,TK1
1919,CCNB1,CDK5
1920,CCNB1,PRC1
1921,CCNB1,SFN
1922,TLR2,ALOX5AP
1923,TLR2,BCL3
1924,TLR2,C1QA
1925,TLR2,C1QB
1926,TLR2,C5AR1
1927,TLR2,CCR1
1928,TLR2,CCR5
1929,TLR2,CD163
1930,TLR2,CD86
1931,TLR2,CISH
1932,TLR2,CLEC5A
1933,TLR2,FCGR2A
1934,TLR2,FPR1
1935,TLR2,GBP2
1936,TLR2,HSPA1A
1937,TLR2,HSPA1B
1938,TLR2,IGF1
1939,TLR2,IL3RA
1940,TLR2,IL4R
1941,TLR2,IRF7
1942,TLR2,ITGAL
1943,TLR2,ITGB2
1944,TLR2,LILRB3
1945,TLR2,LY96
1946,TLR2,MYBPH
1947,TLR2,NLRP3
1948,TLR2,NOS2
1949,TLR2,PF4
1950,TLR2,PROK2
1951,TLR2,RNASE2
1952,TLR2,S100A12
1953,TLR2,S100A8
1954,TLR2,S100A9
1955,TLR2,SFTPD
1956,TLR2,SIGLEC1
1957,TLR2,SNCA
1958,TLR2,SOCS3
1959,TLR2,SPP1
1960,TLR2,STAT4
1961,TLR2,TNFAIP3
1962,TLR2,TLR4
1963,SYP,AMPH
1964,SYP,BACE2
1965,SYP,BSN
1966,SYP,CALB1
1967,SYP,CDK5
1968,SYP,CHGB
1969,SYP,CPLX1
1970,SYP,DYNC1I1
1971,SYP,ELAVL4
1972,SYP,ENO2
1973,SYP,FXYD7
1974,SYP,GAD1
1975,SYP,GAD2
1976,SYP,GPM6A
1977,SYP,IGF1
1978,SYP,INA
1979,SYP,INSM1
1980,SYP,NEFM
1981,SYP,NEUROD1
1982,SYP,NRGN
1983,SYP,PACSIN1
1984,SYP,PPFIA3
1985,SYP,PXDNL
1986,SYP,RAB3A
1987,SYP,RAB3C
1988,SYP,RPH3A
1989,SYP,SCG3
1990,SYP,SLC30A3
1991,SYP,SNCA
1992,SYP,STON2
1993,SYP,STX1A
1994,SYP,STX1B
1995,SYP,STXBP1
1996,SYP,SV2B
1997,SYP,SVOP
1998,SYP,SYN1
1999,SYP,SYN2
2000,SYP,SYNGR3
2001,SYP,SYT4
2002,SYP,THY1
2003,SYP,UNC13A
2004,SYP,TUBB3
2005,SYP,UCHL1
2006,CP,AZGP1
2007,CP,C4A
2008,CP,C4B
2009,CP,GOT1
2010,CP,HPRT1
2011,CP,IGF1
2012,CP,RBP4
2013,CP,SERPINA3
2014,CALB1,AQP1
2015,CALB1,ARX
2016,CALB1,NEFM
2017,CALB1,SLC1A6
2018,CALB1,DLX2
2019,CALB1,VSNL1
2020,CALB1,NEUROD6
2021,CALB1,SPP1
2022,CALB1,SCGB3A2
2023,CALB1,IGLL5
2024,CALB1,PCDH8
2025,CALB1,NECAB1
2026,CALB1,SYNPR
2027,CALB1,ENO2
2028,CALB1,SYN2
2029,CALB1,TUBB3
2030,CALB1,NEUROD1
2031,CALB1,SNCA
2032,CALB1,PXDNL
2033,CALB1,NECAB2
2034,CALB1,SYN1
2035,CALB1,GAD2
2036,CALB1,GAD1
2037,FCGR2A,C1QA
2038,FCGR2A,C5AR1
2039,FCGR2A,CCR1
2040,FCGR2A,CCR5
2041,FCGR2A,CD163
2042,FCGR2A,CD86
2043,FCGR2A,FLT3
2044,FCGR2A,LILRB3
2045,FCGR2A,NKX2-3
2046,FCGR2A,LY96
2047,FCGR2A,VSIG4
2048,FCGR2A,IL4R
2049,FCGR2A,THY1
2050,FCGR2A,PXDNL
2051,FCGR2A,IL3RA
2052,FCGR2A,STAB1
2053,FCGR2A,ITGAL
2054,FCGR2A,PIGR
2055,FCGR2A,FPR1
2056,FCGR2A,IGF1
2057,FCGR2A,ITGB2
2058,FCGR2A,TLR4
2059,FCGR2A,PF4
2060,FLT1,ANGPT1
2061,FLT1,ANGPT2
2062,FLT1,ANGPTL4
2063,FLT1,EFNA1
2064,FLT1,EFNA3
2065,FLT1,FGF13
2066,FLT1,FGF14
2067,FLT1,FGF9
2068,FLT1,FLT3
2069,FLT1,TGFB2
2070,FLT1,S100A9
2071,FLT1,THY1
2072,FLT1,SPP1
2073,FLT1,IGF1
2074,THY1,ANGPT1
2075,THY1,CD200
2076,THY1,CD86
2077,THY1,ENO2
2078,THY1,FGF13
2079,THY1,FGF9
2080,THY1,FLT3
2081,THY1,GAD2
2082,THY1,GPLD1
2083,THY1,IGF1
2084,THY1,IL1RL1
2085,THY1,IL3RA
2086,THY1,ITGAL
2087,THY1,ITGB2
2088,THY1,PNP
2089,THY1,PXDNL
2090,THY1,S100A4
2091,THY1,SFRP1
2092,THY1,SNCA
2093,THY1,SPON2
2094,THY1,SPP1
2095,THY1,SYN1
2096,THY1,TLR4
2097,THY1,UCHL1
2098,UCHL1,ATXN3L
2099,UCHL1,CDK5
2100,UCHL1,ELAVL4
2101,UCHL1,ENO2
2102,UCHL1,INA
2103,UCHL1,INSM2
2104,UCHL1,NEFM
2105,UCHL1,PXDNL
2106,UCHL1,S100A9
2107,UCHL1,SNCA
2108,UCHL1,TNFAIP3
2109,UCHL1,TUBB3
2110,UCHL1,UBE2N
2111,LY96,BIRC3
2112,LY96,C1QC
2113,LY96,CD86
2114,LY96,CIRBP
2115,LY96,CISH
2116,LY96,EVI2A
2117,LY96,HSPA1A
2118,LY96,HSPA1B
2119,LY96,IRF7
2120,LY96,P4HTM
2121,LY96,NLRP3
2122,LY96,UBE2N
2123,LY96,SOCS3
2124,LY96,S100A12
2125,LY96,S100A8
2126,LY96,S100A9
2127,LY96,TLR4
2128,CCR5,BST2
2129,CCR5,C1QA
2130,CCR5,C1QB
2131,CCR5,C5AR1
2132,CCR5,CCR1
2133,CCR5,S1PR4
